# Wavelength(nm)	Intensity(Rayleigh)	v'	v''	Substate	J'	J''
1446.9110	1.0740e+03	2	0	2	0.5	1.5
1434.2005	5.2943e+02	2	0	2	0.5	0.5
1451.8961	3.4114e+03	2	0	1	1.5	2.5
1434.4442	4.5906e+03	2	0	1	1.5	1.5
1456.3982	1.3298e+03	2	0	2	1.5	2.5
1435.2272	1.5789e+02	2	0	2	1.5	1.5
1422.7202	6.5359e+02	2	0	2	1.5	0.5
1460.4833	3.5570e+03	2	0	1	2.5	3.5
1435.6720	1.5978e+03	2	0	1	2.5	2.5
1418.6057	1.7166e+03	2	0	1	2.5	1.5
1466.5069	1.0004e+03	2	0	2	2.5	3.5
1436.9082	5.9765e+01	2	0	2	2.5	2.5
1416.2960	5.8348e+02	2	0	2	2.5	1.5
1469.8437	2.3083e+03	2	0	1	3.5	4.5
1437.4413	5.0696e+02	2	0	1	3.5	3.5
1413.4002	1.3468e+03	2	0	1	3.5	2.5
1477.2383	5.2517e+02	2	0	2	3.5	4.5
1439.2188	2.0065e+01	2	0	2	3.5	3.5
1410.7007	3.1806e+02	2	0	2	3.5	2.5
1479.9832	1.0774e+03	2	0	1	4.5	5.5
1439.7754	1.3703e+02	2	0	1	4.5	4.5
1408.6711	6.5458e+02	2	0	1	4.5	3.5
1488.6166	2.0170e+02	2	0	2	4.5	5.5
1442.1431	5.5065e+00	2	0	2	4.5	4.5
1405.8865	1.2157e+02	2	0	2	4.5	3.5
1490.9027	3.7734e+02	2	0	1	5.5	6.5
1442.6904	3.0739e+01	2	0	1	5.5	5.5
1404.4573	2.2820e+02	2	0	1	5.5	4.5
1500.6737	5.8062e+01	2	0	2	5.5	6.5
1445.6748	1.2132e+00	2	0	2	5.5	5.5
1401.8044	3.4158e+01	2	0	2	5.5	4.5
1502.6056	1.0097e+02	2	0	1	6.5	7.5
1446.1980	5.6524e+00	2	0	1	6.5	6.5
1400.7897	5.9568e+01	2	0	1	6.5	5.5
1513.4428	1.2715e+01	2	0	2	6.5	7.5
1449.8141	2.1033e-01	2	0	2	6.5	6.5
1398.4161	7.2218e+00	2	0	2	6.5	5.5
1515.0994	2.0855e+01	2	0	1	7.5	8.5
1450.3079	8.4216e-01	2	0	1	7.5	7.5
1397.6898	1.1871e+01	2	0	1	7.5	6.5
1526.9560	2.1409e+00	2	0	2	7.5	8.5
1454.5655	2.8709e-02	2	0	2	7.5	7.5
1395.6948	1.1655e+00	2	0	2	7.5	6.5
1528.3964	3.3485e+00	2	0	1	8.5	9.5
1455.0292	1.0149e-01	2	0	1	8.5	8.5
1395.1720	1.8265e+00	2	0	1	8.5	7.5
1541.2445	2.7938e-01	2	0	2	8.5	9.5
1459.9365	3.1420e-03	2	0	2	8.5	8.5
1393.6230	1.4507e-01	2	0	2	8.5	7.5
1542.5129	4.1986e-01	2	0	1	9.5	10.5
1460.3715	9.8853e-03	2	0	1	9.5	9.5
1393.2463	2.1815e-01	2	0	1	9.5	8.5
1556.3389	2.8424e-02	2	0	2	9.5	10.5
1465.9366	2.6921e-04	2	0	2	9.5	9.5
1392.1901	1.4011e-02	2	0	2	9.5	8.5
1557.4689	4.1377e-02	2	0	1	10.5	11.5
1466.3451	7.7128e-04	2	0	1	10.5	10.5
1391.9198	2.0416e-02	2	0	1	10.5	9.5
1572.2707	2.2715e-03	2	0	2	10.5	11.5
1472.5772	1.8302e-05	2	0	2	10.5	10.5
1391.3900	1.0600e-03	2	0	2	10.5	9.5
1573.2878	3.2167e-03	2	0	1	11.5	12.5
1472.9617	4.8914e-05	2	0	1	11.5	11.5
1391.1986	1.5022e-03	2	0	1	11.5	10.5
1589.0719	1.4325e-04	2	0	2	11.5	12.5
1479.8710	1.0032e-06	2	0	2	11.5	11.5
1391.2204	6.3108e-05	2	0	2	11.5	10.5
1589.9960	1.9814e-04	2	0	1	12.5	13.5
1480.2339	2.4804e-06	2	0	1	12.5	12.5
1391.0884	8.7344e-05	2	0	1	12.5	11.5
1606.7764	7.1670e-06	2	0	2	12.5	13.5
1487.8324	4.3566e-08	2	0	2	12.5	12.5
1391.6817	2.9720e-06	2	0	2	12.5	11.5
1607.6230	9.7151e-06	2	0	1	13.5	14.5
1488.1760	1.0247e-07	2	0	1	13.5	13.5
1391.5947	4.0297e-06	2	0	1	13.5	12.5
1625.4199	2.8589e-07	2	0	2	13.5	14.5
1496.4773	1.5409e-09	2	0	2	13.5	13.5
1392.7760	1.1129e-07	2	0	2	13.5	12.5
1626.2015	3.8080e-07	2	0	1	14.5	15.5
1496.8036	3.4060e-09	2	0	1	14.5	14.5
1392.7237	1.4822e-07	2	0	1	14.5	13.5
1645.0407	9.1409e-09	2	0	2	14.5	15.5
1505.8231	4.4072e-11	2	0	2	14.5	14.5
1394.5076	3.3304e-09	2	0	2	14.5	13.5
1506.1338	9.2274e-11	2	0	1	15.5	15.5
1394.4823	4.3672e-09	2	0	1	15.5	14.5
1515.8887	1.0033e-12	2	0	2	15.5	15.5
1396.8822	8.0036e-11	2	0	2	15.5	14.5
1518.7140	1.7526e+03	3	1	2	0.5	1.5
1505.2865	8.6259e+02	3	1	2	0.5	0.5
1524.0954	5.5787e+03	3	1	1	1.5	2.5
1505.5549	7.5280e+03	3	1	1	1.5	1.5
1528.7789	2.2066e+03	3	1	2	1.5	2.5
1506.3998	2.6004e+02	3	1	2	1.5	1.5
1493.1883	1.0857e+03	3	1	2	1.5	0.5
1533.2402	5.9394e+03	3	1	1	2.5	3.5
1506.8968	2.6820e+03	3	1	1	2.5	2.5
1488.7699	2.8657e+03	3	1	1	2.5	1.5
1539.5334	1.7068e+03	3	1	2	2.5	3.5
1508.2255	1.0060e+02	3	1	2	2.5	2.5
1486.4398	9.9659e+02	3	1	2	2.5	1.5
1543.2157	3.9712e+03	3	1	1	3.5	4.5
1508.8276	8.7839e+02	3	1	1	3.5	3.5
1483.3094	2.3171e+03	3	1	1	3.5	2.5
1550.9769	9.3115e+02	3	1	2	3.5	4.5
1510.7382	3.4984e+01	3	1	2	3.5	3.5
1480.5790	5.6448e+02	3	1	2	3.5	2.5
1554.0328	1.9282e+03	3	1	1	4.5	5.5
1511.3725	2.4726e+02	3	1	1	4.5	4.5
1478.3737	1.1714e+03	3	1	1	4.5	3.5
1563.1324	3.7551e+02	3	1	2	4.5	5.5
1513.9216	1.0084e+01	3	1	2	4.5	4.5
1475.5589	2.2651e+02	3	1	2	4.5	3.5
1565.6963	7.0918e+02	3	1	1	5.5	6.5
1514.5498	5.8299e+01	3	1	1	5.5	5.5
1474.0014	4.2876e+02	3	1	1	5.5	4.5
1576.0329	1.1465e+02	3	1	2	5.5	6.5
1517.7691	2.3475e+00	3	1	2	5.5	5.5
1471.3307	6.7471e+01	3	1	2	5.5	4.5
1578.2127	2.0122e+02	3	1	1	6.5	7.5
1518.3731	1.1352e+01	3	1	1	6.5	6.5
1470.2241	1.1865e+02	3	1	1	6.5	5.5
1589.7135	2.6895e+01	3	1	2	6.5	7.5
1522.2811	4.3620e-01	3	1	2	6.5	6.5
1467.8552	1.5271e+01	3	1	2	6.5	5.5
1591.5922	4.4505e+01	3	1	1	7.5	8.5
1522.8539	1.8129e+00	3	1	1	7.5	7.5
1467.0645	2.5307e+01	3	1	1	7.5	6.5
1604.2096	4.8985e+00	3	1	2	7.5	8.5
1527.4633	6.4684e-02	3	1	2	7.5	7.5
1465.1050	2.6640e+00	3	1	2	7.5	6.5
1605.8502	7.7251e+00	3	1	1	8.5	9.5
1528.0031	2.3605e-01	3	1	1	8.5	8.5
1464.5382	4.2059e+00	3	1	1	8.5	7.5
1619.5559	6.9815e-01	3	1	2	8.5	9.5
1533.3243	7.6587e-03	3	1	2	8.5	8.5
1463.0620	3.6173e-01	3	1	2	8.5	7.5
1621.0062	1.0585e+00	3	1	1	9.5	10.5
1533.8323	2.5055e-02	3	1	1	9.5	9.5
1462.6563	5.4893e-01	3	1	1	9.5	8.5
1635.7875	7.8416e-02	3	1	2	9.5	10.5
1539.8755	7.2857e-04	3	1	2	9.5	9.5
1461.7154	3.8548e-02	3	1	2	9.5	8.5
1637.0838	1.1498e-01	3	1	1	10.5	11.5
1540.3538	2.1590e-03	3	1	1	10.5	10.5
1461.4275	5.6547e-02	3	1	1	10.5	9.5
1652.9400	6.9769e-03	3	1	2	10.5	11.5
1547.1303	5.5282e-05	3	1	2	10.5	10.5
1461.0597	3.2416e-03	3	1	2	10.5	9.5
1654.1105	9.9472e-03	3	1	1	11.5	12.5
1547.5816	1.5152e-04	3	1	1	11.5	11.5
1460.8591	4.6223e-03	3	1	1	11.5	10.5
1671.0508	4.9454e-04	3	1	2	11.5	12.5
1555.1040	3.3904e-06	3	1	2	11.5	11.5
1461.0930	2.1640e-04	3	1	2	11.5	10.5
1672.1175	6.8842e-04	3	1	1	12.5	13.5
1555.5309	8.6690e-06	3	1	1	12.5	12.5
1460.9582	3.0122e-04	3	1	1	12.5	11.5
1690.1592	2.8073e-05	3	1	2	12.5	13.5
1563.8137	1.6847e-07	3	1	2	12.5	12.5
1461.8166	1.1529e-05	3	1	2	12.5	11.5
1691.1394	3.8281e-05	3	1	1	13.5	14.5
1564.2188	4.0393e-07	3	1	1	13.5	13.5
1461.7319	1.5717e-05	3	1	1	13.5	12.5
1710.3070	1.2827e-06	3	1	2	13.5	14.5
1573.2783	6.7682e-09	3	1	2	13.5	13.5
1463.2342	4.9262e-07	3	1	2	13.5	12.5
1711.2148	1.7181e-06	3	1	1	14.5	15.5
1573.6642	1.5352e-08	3	1	1	14.5	14.5
1463.1883	6.5959e-07	3	1	1	14.5	13.5
1731.5393	4.7411e-08	3	1	2	14.5	15.5
1583.5189	2.2184e-10	3	1	2	14.5	14.5
1465.3517	1.6968e-08	3	1	2	14.5	13.5
1583.8878	4.8104e-10	3	1	1	15.5	15.5
1465.3361	2.2362e-08	3	1	1	15.5	14.5
1594.5583	5.9931e-12	3	1	2	15.5	15.5
1468.1765	4.7335e-10	3	1	2	15.5	14.5
1597.2597	1.8770e+03	4	2	2	0.5	1.5
1583.0335	9.2083e+02	4	2	2	0.5	0.5
1603.0832	5.9908e+03	4	2	1	1.5	2.5
1583.3273	8.0872e+03	4	2	1	1.5	1.5
1607.9753	2.4057e+03	4	2	2	1.5	2.5
1584.2503	2.8071e+02	4	2	2	1.5	1.5
1570.2539	1.1792e+03	4	2	2	1.5	0.5
1612.8609	6.5203e+03	4	2	1	2.5	3.5
1584.8061	2.9500e+03	4	2	1	2.5	2.5
1565.4954	3.1270e+03	4	2	1	2.5	1.5
1619.4615	1.9156e+03	4	2	2	2.5	3.5
1586.2489	1.1107e+02	4	2	2	2.5	2.5
1563.1561	1.1120e+03	4	2	2	2.5	1.5
1623.5376	4.4976e+03	4	2	1	3.5	4.5
1586.9307	9.9788e+02	4	2	1	3.5	3.5
1559.7632	2.6034e+03	4	2	1	3.5	2.5
1631.7162	1.0874e+03	4	2	2	3.5	4.5
1589.0034	3.9979e+01	4	2	2	3.5	3.5
1557.0160	6.5389e+02	4	2	2	3.5	2.5
1635.1302	2.2744e+03	4	2	1	4.5	5.5
1589.7288	2.9277e+02	4	2	1	4.5	4.5
1554.6141	1.3680e+03	4	2	1	4.5	3.5
1644.7617	4.6109e+02	4	2	2	4.5	5.5
1592.4971	1.2088e+01	4	2	2	4.5	4.5
1551.7873	2.7523e+02	4	2	2	4.5	3.5
1647.6484	8.7969e+02	4	2	1	5.5	6.5
1593.2211	7.2556e+01	4	2	1	5.5	5.5
1550.0864	5.2545e+02	4	2	1	5.5	4.5
1658.6323	1.4953e+02	4	2	2	5.5	6.5
1596.7232	2.9835e+00	4	2	2	5.5	5.5
1547.4212	8.6870e+01	4	2	2	5.5	4.5
1661.1023	2.6617e+02	4	2	1	6.5	7.5
1597.4237	1.4996e+01	4	2	1	6.5	6.5
1546.2125	1.5407e+02	4	2	1	6.5	5.5
1673.3659	3.7633e+01	4	2	2	6.5	7.5
1601.6829	5.9419e-01	4	2	2	6.5	6.5
1543.8781	2.1042e+01	4	2	2	6.5	5.5
1675.5065	6.2863e+01	4	2	1	7.5	8.5
1602.3505	2.5653e+00	4	2	1	7.5	7.5
1543.0163	3.5158e+01	4	2	1	7.5	6.5
1689.0018	7.4260e+00	4	2	2	7.5	8.5
1607.3830	9.5605e-02	4	2	2	7.5	7.5
1541.1297	3.9665e+00	4	2	2	7.5	6.5
1690.8800	1.1817e+01	4	2	1	8.5	9.5
1608.0149	3.6140e-01	4	2	1	8.5	8.5
1540.5151	6.3119e+00	4	2	1	8.5	7.5
1705.5795	1.1580e+00	4	2	2	8.5	9.5
1613.8341	1.2388e-02	4	2	2	8.5	8.5
1539.1577	5.8772e-01	4	2	2	8.5	7.5
1707.2467	1.7711e+00	4	2	1	9.5	10.5
1614.4309	4.1899e-02	4	2	1	9.5	9.5
1538.7217	8.9976e-01	4	2	1	9.5	8.5
1723.1394	1.4371e-01	4	2	2	9.5	10.5
1621.0500	1.2991e-03	4	2	2	9.5	9.5
1537.9516	6.9070e-02	4	2	2	9.5	8.5
1724.6353	2.1238e-01	4	2	1	10.5	11.5
1621.6138	3.9844e-03	4	2	1	10.5	10.5
1537.6465	1.0204e-01	4	2	1	10.5	9.5
1741.7231	1.4260e-02	4	2	2	10.5	11.5
1629.0470	1.1013e-04	4	2	2	10.5	10.5
1537.5063	6.4571e-03	4	2	2	10.5	9.5
1743.0788	2.0483e-02	4	2	1	11.5	12.5
1629.5806	3.1089e-04	4	2	1	11.5	11.5
1537.2985	9.2698e-03	4	2	1	11.5	10.5
1761.3749	1.1382e-03	4	2	2	11.5	12.5
1637.8437	7.6127e-06	4	2	2	11.5	11.5
1537.8212	4.8376e-04	4	2	2	11.5	10.5
1762.6144	1.5955e-03	4	2	1	12.5	13.5
1638.3500	1.9970e-05	4	2	1	12.5	12.5
1537.6868	6.7766e-04	4	2	1	12.5	11.5
1782.1414	7.3454e-05	4	2	2	12.5	13.5
1647.4612	4.2919e-07	4	2	2	12.5	12.5
1538.8993	2.9193e-05	4	2	2	12.5	11.5
1783.2842	1.0083e-04	4	2	1	13.5	14.5
1647.9431	1.0572e-06	4	2	1	13.5	13.5
1538.8209	4.0036e-05	4	2	1	13.5	12.5
1804.0728	3.8520e-06	4	2	2	13.5	14.5
1657.9229	1.9796e-08	4	2	2	13.5	13.5
1540.7461	1.4259e-06	4	2	2	13.5	12.5
1805.1347	5.1917e-06	4	2	1	14.5	15.5
1658.3831	4.6181e-08	4	2	1	14.5	14.5
1540.7111	1.9199e-06	4	2	1	14.5	13.5
1827.2233	1.6497e-07	4	2	2	14.5	15.5
1669.2544	7.5087e-10	4	2	2	14.5	14.5
1543.3698	5.6641e-08	4	2	2	14.5	13.5
1669.6957	1.6690e-09	4	2	1	15.5	15.5
1543.3689	7.5044e-08	4	2	1	15.5	14.5
1681.4845	2.3649e-11	4	2	2	15.5	15.5
1546.7810	1.8384e-09	4	2	2	15.5	14.5
1684.0481	1.6995e+03	5	3	2	0.5	1.5
1668.9202	8.3086e+02	5	3	2	0.5	0.5
1690.3679	5.4394e+03	5	3	1	1.5	2.5
1669.2380	7.3414e+03	5	3	1	1.5	1.5
1695.5079	2.2175e+03	5	3	2	1.5	2.5
1670.2638	2.5609e+02	5	3	2	1.5	1.5
1655.3815	1.0819e+03	5	3	2	1.5	0.5
1700.8757	6.0524e+03	5	3	1	2.5	3.5
1670.8851	2.7415e+03	5	3	1	2.5	2.5
1650.2365	2.8813e+03	5	3	1	2.5	1.5
1707.8369	1.8174e+03	5	3	2	2.5	3.5
1672.4740	1.0357e+02	5	3	2	2.5	2.5
1647.9062	1.0472e+03	5	3	2	2.5	1.5
1712.3659	4.3069e+03	5	3	1	3.5	4.5
1673.2480	9.5757e+02	5	3	1	3.5	3.5
1644.2155	2.4685e+03	5	3	1	3.5	2.5
1721.0319	1.0732e+03	5	3	2	3.5	4.5
1675.5246	3.8586e+01	5	3	2	3.5	3.5
1641.4738	6.3871e+02	5	3	2	3.5	2.5
1724.8623	2.2679e+03	5	3	1	4.5	5.5
1676.3572	2.9260e+02	5	3	1	4.5	4.5
1638.8492	1.3471e+03	5	3	1	4.5	3.5
1735.1152	4.7826e+02	5	3	2	4.5	5.5
1679.3985	1.2216e+01	5	3	2	4.5	4.5
1636.0385	2.8170e+02	5	3	2	4.5	3.5
1738.3806	9.2212e+02	5	3	1	5.5	6.5
1680.2367	7.6221e+01	5	3	1	5.5	5.5
1634.1755	5.4244e+02	5	3	1	5.5	4.5
1750.1228	1.6466e+02	5	3	2	5.5	6.5
1684.0891	3.1923e+00	5	3	2	5.5	5.5
1631.5516	9.4085e+01	5	3	2	5.5	4.5
1752.9364	2.9492e+02	5	3	1	6.5	7.5
1684.9058	1.6710e+01	5	3	1	6.5	6.5
1630.2278	1.6831e+02	5	3	1	6.5	5.5
1766.0964	4.4433e+01	5	3	2	6.5	7.5
1689.5985	6.8177e-01	5	3	2	6.5	6.5
1627.9727	2.4350e+01	5	3	2	6.5	5.5
1768.5493	7.4962e+01	5	3	1	7.5	8.5
1690.3814	3.0588e+00	5	3	1	7.5	7.5
1627.0318	4.1029e+01	5	3	1	7.5	6.5
1783.0804	9.4934e+00	5	3	2	7.5	8.5
1695.9356	1.1847e-01	5	3	2	7.5	7.5
1625.2734	4.9514e+00	5	3	2	7.5	6.5
1785.2441	1.5249e+01	5	3	1	8.5	9.5
1696.6804	4.6584e-01	5	3	1	8.5	8.5
1624.6070	7.9432e+00	5	3	1	8.5	7.5
1801.1207	1.6186e+00	5	3	2	8.5	9.5
1703.1138	1.6788e-02	5	3	2	8.5	8.5
1623.4356	7.9885e-01	5	3	2	8.5	7.5
1803.0507	2.4959e+00	5	3	1	9.5	10.5
1703.8205	5.8847e-02	5	3	1	9.5	9.5
1622.9683	1.2298e+00	5	3	1	9.5	8.5
1820.2652	2.2166e-01	5	3	2	9.5	10.5
1711.1506	1.9378e-03	5	3	2	9.5	9.5
1622.4494	1.0300e-01	5	3	2	9.5	8.5
1822.0049	3.3036e-01	5	3	1	10.5	11.5
1711.8212	6.1649e-03	5	3	1	10.5	10.5
1622.1287	1.5328e-01	5	3	1	10.5	9.5
1840.5644	2.4527e-02	5	3	2	10.5	11.5
1720.0668	1.8332e-04	5	3	2	10.5	10.5
1622.3116	1.0685e-02	5	3	2	10.5	9.5
1842.1477	3.5512e-02	5	3	1	11.5	12.5
1720.7041	5.3552e-04	5	3	1	11.5	11.5
1622.1003	1.5446e-02	5	3	1	11.5	10.5
1862.0721	2.2043e-03	5	3	2	11.5	12.5
1729.8864	1.4237e-05	5	3	2	11.5	11.5
1623.0240	8.9638e-04	5	3	2	11.5	10.5
1863.5260	3.1132e-03	5	3	1	12.5	13.5
1730.4936	3.8595e-05	5	3	1	12.5	12.5
1622.8955	1.2639e-03	5	3	1	12.5	11.5
1884.8464	1.6172e-04	5	3	2	12.5	13.5
1740.6367	9.1322e-07	5	3	2	12.5	12.5
1624.5926	6.1119e-05	5	3	2	12.5	11.5
1886.1924	2.2356e-04	5	3	1	13.5	14.5
1741.2172	2.3144e-06	5	3	1	13.5	13.5
1624.5277	8.4339e-05	5	3	1	13.5	12.5
1908.9503	9.7342e-06	5	3	2	13.5	14.5
1752.3486	4.8299e-08	5	3	2	13.5	13.5
1627.0271	3.4028e-06	5	3	2	13.5	12.5
1910.2060	1.3208e-05	5	3	1	14.5	15.5
1752.9054	1.1583e-07	5	3	1	14.5	14.5
1627.0117	4.6085e-06	5	3	1	14.5	13.5
1934.4530	4.8312e-07	5	3	2	14.5	15.5
1765.0566	2.1257e-09	5	3	2	14.5	14.5
1630.3408	1.5541e-07	5	3	2	14.5	13.5
1765.5925	4.8332e-09	5	3	1	15.5	15.5
1630.3644	2.0705e-07	5	3	1	15.5	14.5
1778.7990	7.7818e-11	5	3	2	15.5	15.5
1634.5501	5.8486e-09	5	3	2	15.5	14.5
1781.1475	1.3725e+03	6	4	2	0.5	1.5
1764.9854	6.6768e+02	6	4	2	0.5	0.5
1788.0299	4.4061e+03	6	4	1	1.5	2.5
1765.3222	5.9335e+03	6	4	1	1.5	1.5
1793.4744	1.8245e+03	6	4	2	1.5	2.5
1766.4881	2.0803e+02	6	4	2	1.5	1.5
1750.5897	8.8253e+02	6	4	2	1.5	0.5
1799.3962	5.0162e+03	6	4	1	2.5	3.5
1767.1812	2.2684e+03	6	4	1	2.5	2.5
1744.9966	2.3586e+03	6	4	1	2.5	1.5
1806.7935	1.5401e+03	6	4	2	2.5	3.5
1768.9636	8.5962e+01	6	4	2	2.5	2.5
1742.7045	8.7581e+02	6	4	2	2.5	1.5
1811.8494	3.6853e+03	6	4	1	3.5	4.5
1769.8443	8.1828e+02	6	4	1	3.5	3.5
1738.6695	2.0773e+03	6	4	1	3.5	2.5
1821.1014	9.4670e+02	6	4	2	3.5	4.5
1772.3860	3.3123e+01	6	4	2	3.5	3.5
1735.9687	5.5339e+02	6	4	2	3.5	2.5
1825.4214	2.0223e+03	6	4	1	4.5	5.5
1773.3455	2.6052e+02	6	4	1	4.5	4.5
1733.0869	1.1761e+03	6	4	1	4.5	3.5
1836.4213	4.4374e+02	6	4	2	4.5	5.5
1776.7381	1.0979e+01	6	4	2	4.5	4.5
1730.3370	2.5539e+02	6	4	2	4.5	3.5
1840.1359	8.6507e+02	6	4	1	5.5	6.5
1777.7131	7.1335e+01	6	4	1	5.5	5.5
1728.2868	4.9588e+02	6	4	1	5.5	4.5
1852.7923	1.6231e+02	6	4	2	5.5	6.5
1782.0140	3.0405e+00	6	4	2	5.5	5.5
1725.7606	9.0135e+01	6	4	2	5.5	4.5
1856.0159	2.9389e+02	6	4	1	6.5	7.5
1782.9704	1.6583e+01	6	4	1	6.5	6.5
1724.3039	1.6261e+02	6	4	1	6.5	5.5
1870.2612	4.6998e+01	6	4	2	6.5	7.5
1788.2177	6.9498e-01	6	4	2	6.5	6.5
1722.1992	2.4886e+01	6	4	2	6.5	5.5
1873.0883	8.0122e+01	6	4	1	7.5	8.5
1789.1391	3.2506e+00	6	4	1	7.5	7.5
1721.1665	4.2282e+01	6	4	1	7.5	6.5
1888.8798	1.0881e+01	6	4	2	7.5	8.5
1795.3611	1.3077e-01	6	4	2	7.5	7.5
1719.6243	5.4494e+00	6	4	2	7.5	6.5
1891.3855	1.7653e+01	6	4	1	8.5	9.5
1796.2408	5.3502e-01	6	4	1	8.5	8.5
1718.8965	8.8123e+00	6	4	1	8.5	7.5
1908.7028	2.0302e+00	6	4	2	8.5	9.5
1803.4618	2.0223e-02	6	4	2	8.5	8.5
1718.0186	9.5555e-01	6	4	2	8.5	7.5
1910.9467	3.1640e+00	6	4	1	9.5	10.5
1804.2984	7.3853e-02	6	4	1	9.5	9.5
1717.5127	1.4859e+00	6	4	1	9.5	8.5
1929.7887	3.0757e-01	6	4	2	9.5	10.5
1812.5426	2.5839e-03	6	4	2	9.5	9.5
1717.3741	1.3543e-01	6	4	2	9.5	8.5
1931.8175	4.6243e-01	6	4	1	10.5	11.5
1813.3374	8.5201e-03	6	4	1	10.5	10.5
1717.0313	2.0299e-01	6	4	1	10.5	9.5
1952.2000	3.7967e-02	6	4	2	10.5	11.5
1822.6310	2.7217e-04	6	4	2	10.5	10.5
1717.6903	1.5543e-02	6	4	2	10.5	9.5
1954.0508	5.5422e-02	6	4	1	11.5	12.5
1823.3865	8.2299e-04	6	4	1	11.5	11.5
1717.4689	2.2618e-02	6	4	1	11.5	10.5
1976.0044	3.8436e-03	6	4	2	11.5	12.5
1833.7588	2.3784e-05	6	4	2	11.5	11.5
1718.9728	1.4550e-03	6	4	2	11.5	10.5
1977.7066	5.4704e-03	6	4	1	12.5	13.5
1834.4780	6.6643e-05	6	4	1	12.5	12.5
1718.8426	2.0642e-03	6	4	1	12.5	11.5
2001.2762	3.2075e-04	6	4	2	12.5	13.5
1845.9624	1.7278e-06	6	4	2	12.5	12.5
1721.2324	1.1163e-04	6	4	2	12.5	11.5
2002.8533	4.4662e-04	6	4	1	13.5	14.5
1846.6485	4.5296e-06	6	4	1	13.5	13.5
1721.1716	1.5492e-04	6	4	1	13.5	12.5
2028.0967	2.2175e-05	6	4	2	13.5	14.5
1859.2834	1.0484e-07	6	4	2	13.5	13.5
1724.4850	7.0501e-06	6	4	2	13.5	12.5
2029.5679	3.0293e-05	6	4	1	14.5	15.5
1859.9393	2.5890e-07	6	4	1	14.5	14.5
1724.4774	9.5984e-06	6	4	1	14.5	13.5
2056.5563	1.2764e-06	6	4	2	14.5	15.5
1873.7685	5.3436e-09	6	4	2	14.5	14.5
1728.7509	3.6808e-07	6	4	2	14.5	13.5
1874.3970	1.2495e-08	6	4	1	15.5	15.5
1728.7844	4.9272e-07	6	4	1	15.5	14.5
1889.4707	2.2914e-10	6	4	2	15.5	15.5
1734.0554	1.5949e-08	6	4	2	15.5	14.5
1891.4833	1.0100e+03	7	5	2	0.5	1.5
1874.1117	4.8801e+02	7	5	2	0.5	0.5
1899.0081	3.2531e+03	7	5	1	1.5	2.5
1874.4539	4.3593e+03	7	5	1	1.5	1.5
1904.8435	1.3694e+03	7	5	2	1.5	2.5
1875.8194	1.5370e+02	7	5	2	1.5	1.5
1858.7330	6.5344e+02	7	5	2	1.5	0.5
1911.4085	3.7939e+03	7	5	1	2.5	3.5
1876.5882	1.7065e+03	7	5	1	2.5	2.5
1852.6067	1.7500e+03	7	5	1	2.5	1.5
1919.3537	1.1919e+03	7	5	2	2.5	3.5
1878.6374	6.4870e+01	7	5	2	2.5	2.5
1850.4005	6.6379e+02	7	5	2	2.5	1.5
1925.0307	2.8810e+03	7	5	1	3.5	4.5
1879.6411	6.3593e+02	7	5	1	3.5	3.5
1845.9583	1.5825e+03	7	5	1	3.5	2.5
1935.0119	7.6348e+02	7	5	2	3.5	4.5
1882.5400	2.5840e+01	7	5	2	3.5	3.5
1843.3546	4.3375e+02	7	5	2	3.5	2.5
1939.9176	1.6494e+03	7	5	1	4.5	5.5
1883.6520	2.1098e+02	7	5	1	4.5	4.5
1840.1707	9.2814e+02	7	5	1	4.5	3.5
1951.8439	3.7680e+02	7	5	2	4.5	5.5
1887.5109	8.9667e+00	7	5	2	4.5	4.5
1837.5503	2.0907e+02	7	5	2	4.5	3.5
1956.1032	7.4318e+02	7	5	1	5.5	6.5
1888.6546	6.0740e+01	7	5	1	5.5	5.5
1835.2825	4.0905e+02	7	5	1	5.5	4.5
1969.8937	1.4660e+02	7	5	2	5.5	6.5
1893.5460	2.6296e+00	7	5	2	5.5	5.5
1832.9390	7.7806e+01	7	5	2	5.5	4.5
1973.6209	2.6852e+02	7	5	1	6.5	7.5
1894.6785	1.4984e+01	7	5	1	6.5	6.5
1831.3308	1.4149e+02	7	5	1	6.5	5.5
1989.2161	4.5605e+01	7	5	2	6.5	7.5
1900.6525	6.4367e-01	7	5	2	6.5	6.5
1829.4807	2.2865e+01	7	5	2	6.5	5.5
1992.5083	7.8621e+01	7	5	1	7.5	8.5
1901.7517	3.1457e+00	7	5	1	7.5	7.5
1828.3470	3.9158e+01	7	5	1	7.5	6.5
2009.8728	1.1457e+01	7	5	2	7.5	8.5
1908.8468	1.3099e-01	7	5	2	7.5	7.5
1827.1480	5.3776e+00	7	5	2	7.5	6.5
2012.8093	1.8787e+01	7	5	1	8.5	9.5
1909.9028	5.5952e-01	7	5	1	8.5	8.5
1826.3577	8.7635e+00	7	5	1	8.5	7.5
2031.9313	2.3426e+00	7	5	2	8.5	9.5
1918.1530	2.2149e-02	7	5	2	8.5	8.5
1825.9256	1.0218e+00	7	5	2	8.5	7.5
2034.5756	3.6833e+00	7	5	1	9.5	10.5
1919.1626	8.4162e-02	7	5	1	9.5	9.5
1825.3859	1.5968e+00	7	5	1	9.5	8.5
2055.4645	3.9233e-01	7	5	2	9.5	10.5
